rating,title,review,country,date
1,Horrible for those with glasses,Horrible for those who wear glasses - there is no metal at the top of the mask to make it tighter,US,2020-08-03
1,"Arrived damaged/used, missing 1 mask",Product arrived with the package torn open and only 2 out of 3 masks.,US,2020-07-31
1,Unacceptable for prolonged use.,"Straps too thin, causing big irritation behind ears after a couple of hours.",US,2020-10-10
1,Uncomfortable,Ear straps made my ears bleed!,US,2020-07-19
1,Pick a smaller size than their size chart,"I used sellers size chart to order , item received but way too big for me to use.",US,2020-09-20
1,It’s too big and falls of face.,Mask is too big and falls of face.,US,2020-10-08
1,"not enough protection, poor quality",it doesnt pass the candle test,US,2020-12-02
1,No pocket for filter,Not thick enough and no pocket for filters,US,2020-10-10
1,Shrank before use.,Shrank after initial wash before first use. Now too small for anyone to wear :/,US,2020-09-15
1,Too small,Too small,US,2020-10-06
1,Poor quality,"Thin ear loop , material is not good.",US,2020-10-12
1,Sloppy cut and poor coverage of the face,Doesn't actually act as a good cover of your face. Simple design and cut.,US,2020-08-27
1,Masks to small,"Masks are to small
Can't use",US,2020-12-10
1,Complete waste of money.,Too thin. Poor quality. Waste of money,US,2020-07-31
1,"Soft, great fitting but a week old and has a rip .",Not even a week old and has ripped.,US,2020-10-13
1,Poor construction,Flimsy and strap broke on second wearing.,US,2020-11-12
1,Thick material very hot,This is a thick fabric not thin very hot,US,2020-07-20
1,Reviews are pointless,Reviews are pointless,US,2020-12-01
1,Not right size,Too big not right size,US,2020-11-18
1,Fit and comfortable.,Not comfortable for all members of my family.,US,2020-09-30
1,Mask torn after few uses,The mask torn after few uses of less than few hours,US,2020-09-22
1,Too tiny,Sized for a small child. And barely covers nose. Not for adults.,US,2020-07-17
1,Useless for people with glasses,Absolutely useless for people that wear glasses.,US,2020-10-20
1,Cheap,A stap broke on one first time I put on,US,2020-10-01
1,Need refunded,Arrived like this. Totally unacceptable.,US,2020-10-31
1,Mask broke first time worn,Strap broke the first time I wore it,US,2020-11-10
1,Poor Quality,Ripped within an hour of use. Will not buy again.,US,2020-08-07
1,Would not recommend,Strap broke before even wearing it once.,US,2020-08-20
1,No wire in nose area,No wire in fabric to conform to my nose.,US,2020-08-02
1,hot mask,Not what I hoped for.,US,2020-10-14
1,horrible odor,dangerous chemical smell,US,2020-07-20
1,"too small, not size listed","Ordered the XL. Too small. Not 6 inches tall, only 5.5 so it won't cover both mouth and nose at the same time without popping off",US,2020-06-07
1,Way to small!!!,"I ordered these because they were advertised as XL. However, they’re smaller than some of the kid’s masks my daughter uses. Very disappointing!!!",US,2020-06-22
1,Not for covid use- cool wash only,These look good and are comfortable BUT I should have read the washing instructions. Not suitable for use as covid mask as they can only be washed on cool so any virus or bacteria on the mask can’t be destroyed when it’s washed. Good as a dust protector only I’d say.,US,2021-01-22
1,What you should know before you buy these.,"I am making homemade masks, but I wanted to try some masks that are mass-produced to see how they feel and fit. I found these very comfortable and lightweight. I’m not sure I’m thrilled with the polyester and I think overall I prefer my 100% cotton home-made masks better.

Be aware though, this mask is treated with “Agion” antimicrobial agent. This chemical is used by businesses and hospitals to treat surfaces and guard against covid-19/corona virus. It is effective, although Kaiser Permanente recently stopped using this chemical (I’m not sure why, but I’m assuming because of safety concern).

By googling “Agion” I was able to find some information about this chemical, but I am not convinced it is safe.

For this mask, the Agion is applied to the inner layer of the mask. The mask is composed of 3 layers as follows:
Shell layer: 100% polyester DWR
Middle Layer: 65% polyester, 35% cotton
Inner Layer: 65% polyester, 35% cotton with Agion Antimicrobial agent

You absolutely need to wash these before wearing them. They recommend it on the package and with the chemical treatment I think you should not wear this mask right out of the package. I am washing before using, but I am not sure that washing actually removes this chemical.

I am also somewhat apprehensive wearing these masks. I don’t know that I trust the manufacturer of the chemical who says it is “totally safe”. There’s so many chemicals that have been used throughout human history that end up being cancer causing, so I am very much apprehensive that this chemical is “safe”.

I really wanted to give these masks a good rating, but just the fact they don’t disclose this chemical is used on the product on the Amazon product page, makes me even more apprehensive. Why did they apply it? Is it removed with washing or does it stay on the fabric long-term. From what I gathered from my internet research, the chemical will be effective for 90 days when used on surfaces.

I doubt most people would even know since the packing is usually just thrown out by the consumer. I can not in my right mind give this product a good rating.",US,2020-06-18
1,Not what was on website,The package says XL but they are not the size shown on website 6”,US,2020-06-09
1,"Disappointed poor quality, plus lacking nose clip",No nose compression clip. Mask keeps slipping down. Very thin material. Over priced and under value. Disappointed. This is not a premium product as advertised.,US,2021-01-15
1,"Too small, ineffective.","This ""xl"" mask is barely larger than a standard mask and is much too small if you have a beard. The loose weave fabric is useless for preventing the spread of germs (I blew out a candle with the mask on just to prove this point). I would return them if I could. Shame on this vendor for taking advantage of the pandemic to make a quick buck selling shoddy masks.",US,2020-06-26
1,Really comfy and breathable.....really breathable!,"As for product description the mask is really comfy and breathable.
So breathable to make it, in my opinion, almost useless.
I'll use the ones I received as additional layer over a 3Ply surgical mask.",US,2020-11-12
1,NOT AS DESCRIBED,"The masks are not as ""breathable"" as stated in the listing. They were washed before using and air dryed and not placed in the dryer. They were much hotter than the cotton and far less breathable. Misleading and perhaps fraudulent description. Do not waste your money on this poor product and seller who is taking advantage of the pandemic to profit.",US,2020-08-21
1,mauvaise taille,"j'ai commandé la taille M pour un adolescent et c'est beaucoup trop grand, pas top",France,2021-01-18
1,"Sizing started good, but are now way off","The sizing for these are getting worse and worse. When I first bought a kids small pack, they fit my kids great. The second time they were a little big and I had to tie the loops for them to fit my 5 year old, but it still slips down often and it is too big for my 3 year old. The most recent time, the size is huge and definitely adult sized and not child sized.

They are also starting to fray on the edges after about 6 washes.",US,2020-09-27
1,Moyen,"Après une première bonne impression, les élastiques se sont décousus au 1er lavage...",France,2021-02-02
1,Almost all polyester,"The sales description indicates two of the 3 layers are ""cotton blend"". Those cotton blends are 65% polyester and only 35% cotton. All of the literature on masks indicate tight woven cotton as the best material. These are unacceptable.",US,2020-08-05
1,NOT AS ADVERTISED,"Product advertised as 3 ply. Although I did not cut it apart, it is obviously 2 ply, and a thin 2 ply at that. They advertise it a light weight, and that part is true. I am not able to determine the type of fabric used. There is no provision for a crimp seal at the nose, but that was never advertised as being there. If you are getting this for virus safety, don't waste your money. Made in Vietnam, but that would not be a problem if the quality was decent. The only purpose this mask serves is if you are required to wear a mask, you can say you are. Might also be useful for bank holdups.",US,2020-07-11
1,Not for COVID!!!,"These masks are made of a thin knit material, and regardless of the manufacturer stating the number of layers, per researchers, knit fabrics are completely unusable and ineffective preventing COVID getting through. I've just wasted my money, and should have continued making my own, two or three layers of the recommended thick 100 percent cotton fabric.",US,2020-08-10
1,"Cheaply made, Elastic strap broke when trying on.","Poor quality, elastic strap broke when trying on",US,2020-06-20
1,SKRINKAGE!!!,"These masks are effective but the sizing is misleading due to skrinkage. I brought an adult medium, tried them on and they were a perfect fit. I washed each mask per instruction and the material shrunk to a child size. They no longer fit my face. This was a waste of money!!

BL",US,2020-09-12
1,"If your child is forced through tyranny to wear a mask, then this is the one to wear",The facts are that this product is exactly as described. It does exactly what the sellers say it does. I’m giving a one star because the whole idea that we have to wear masks everywhere now in the first place is completely pathetic and ridiculous and I never thought our country would come to this.,US,2020-08-01
1,Too many problems,"These masks are slightly more comfortable than the blue surgical masks. It still pulls too tight on the tip of my nose.

Anybody who says they don't fog up your glasses is crazy. These fog up my glasses to the point where I would rather just toss them in the trash.

One of the 3 masks has a huge discrepancy in the length of the elastic that goes around your ears. One side pulls tighter than the other so can't wear that one at all.

One of the 3 masks has a big dimple in the center of the mask like it was stitched too tight in that area.

I have to talk while wearing a mask at my job. It does not stay on your nose as soon as you open your mouth. And yes, I ordered the right size according to the measurement chart. Pretty much these masks are an all around failure, especially for the price.

I think somebody needs to design a mask that has the metal piece in the bridge of the nose AND a metal piece that can be curved in the opposite direction to hug your cheek.

I would not recommend these. I am going to try something else.",US,2020-10-01
1,no,Too small bought extra large as it stated to do and needs to be a 1 inch more to cover nose.....,US,2020-06-23
1,Not happy with purchase,"I measured my face as instructed and was well within the LARGE size requirements (4.5""-5.75""). I measured 5.25"". From the reviews and comments I thought I was ordering the correct size as both my wife and I fell within the large range and we could share them. When they arrived they were more child-sized. When they are on if you open your mouth the mask pulls down off your nose. The ear stretch rings are way too thin, flimsy and stretchy and do not hold mask in place very well. If I would purchase the x-large they would undoubtedly not fit my wife.",US,2020-07-19
1,Confortable but...,"I just got these face masks today. I put one on and was a little disappointed. The face mask is very comfortable and light. The material feels very good. I was disappointed, however, as the fit is not tight. The mask does not have a nose wire as N95 and many other masks do. The fit on my nose was very light. I could feel my breathing coming out thru the top of the mask. When I inhale I could inhale particles thru the top of the face mask as well. Not very reassuring. If they had a nose wire I could get a tighter fit. UPDATE: I have been trying to fix the no nose wire thing to make it fit better and I just realized that the mask will not offer COVID-19 protection as it seems to allow small particles like COVID19 thru. I simply cannot recommend these masks and I will not be using them.",US,2020-09-10
1,No,"Maybe this is a desirable product if you're a confederate flag-draped, garbage person from the south, and all you want is a chin strap while you protest your right to die.
The directions say to wash before use.
Do that, and you'll see how long the three layers take to dry.
We're talking overnight and still damp in the morning.
If anything, these masks are germ retainers and regret containers.
As a bonus, they're not breathable at all.
Why would anyone want these?!?",US,2020-07-26
1,"Not as Described! Polyester mask, not cotton","It states, ""Key Features: EnerPlex Face Masks are a Three-Layer Design – Outer layer DWR 100% Polyester, Middle Layer Cotton Blend, Inner Layer NanoFine Cotton Blend"". What I got was Outer layer 100% polyester, Middle layer 65% polyester, 35% Cotton, Inner Layer 65% polyester 35% cotton. It is more polyester, not cotton. I bought this because it stated the two inner layers were a cotton blend. Polyester is not a cotton. False description. I cannot wear this mask.",US,2020-12-18
1,Fails to deliver on promises,"Using the provided measurement guide I determined the Large mask would be the correct choice. I found them to be so small that they barely covered my face from the bridge of my nose to under my chin. The loops that go behind the ears are also too small which leads to the mask pulling uncomfortably forward on my ears. The material is so thick it is hard to breathe through the mask. In short, it fails to deliver all the things it promises to provide. A waste of money.",US,2020-10-02
1,"Hot, thick","Hot, thick. Like wearing cotton underwear on the face. Not a happy experience.",US,2020-07-05
1,Comfortable but Fogs Up Glasses,"Although comfortable, I found these to be essentially useless, as wearing the mask guarantees that my glasses will immediately fog and stay fogged. I do not have this problem with masks that have an adjustable nose clip.

EDIT: I was contacted by the manufacturer after posting my review and offered a refund or replacement. I choose a refund. Based on this customer service, I would recommend trying out the mask for yourself as you have nothing to lose.",US,2020-09-30
1,Way too small- can't return,"I had high hopes for these masks, however they do not fit properly and are way too small for me. Once opened, I could not return, so am forced to keep these. Even after machine washing per the instructions, they still have a strange odor to them. Not happy with this item or getting stuck with them.",US,2020-07-07
1,Nice Material but non-functional design lacking a wire for making a seal,For masks to be effective they need to have a wire at the bridge of your nose so that it conforms and creates a seal with your face otherwise the air just goes right around it since air will always take the path of least resistance. This means only some of the air you exhale is actually going through the fabric which is how a mask is supposed to catch the tiny water droplets that potentially carry viruses and thus makes them useless.,US,2020-11-03
1,"Poor customer service, even worse product.","I spent the time reading many of the reviews to get an idea about the breathability, tightness and adjustability of the mask. I measured myself twice. I ordered the extra large and it was way bigger (I mean over 1 inch) than what was described in the sellers product sizing chart. I tried multiple times contacting the seller prior to turning it and no one got back to me. Extremely poor customer service and lack of attention to detail on the sellers website and product size description make these masks useless to me and have wasted a lot of my time.",US,2020-12-19
1,Not the same product. Suggest looking and purchasing elsewhere.,"Bought the blue version of this mask earlier this year and liked it. Selected ‘buy it again’ option and only black color was available. Completely different product in every way—‘L’ size is much smaller, super thin straps and poor construction. One big negative about ordering on Amazon is there is little, if any quality control. This means the seller can swap out any item without changing the product details if item is different from the original. That seems to be the case here. I would recommend you look and purchase elsewhere.",US,2021-01-01
1,VERY SMALL. If this is XL the Small must be for toy dolls.,"I’m 6 foot 2 and larger than most, but I’m not giant by any means. Smothers my face. Cloth is too thick too. Doesn’t breathe at all. Seriously needs a total redesign. At least an inch bigger all directions and softer breathable fabric. Come on guys, someone needs to make a wearable mask for above average sizes.",US,2020-07-09
1,The sizes are off,"The smallest of these masks were for like a newborn or something. The XL covered half my husband's face. I don't know what is going on with these sizes. I bought L, kids small and XL and the large was like normal so I dunno. It was not worth the money since there is no nose clip it just slides off and the ear loops aren't adjustable.",US,2021-01-24
1,Didn’t fit my kids but fits me,"Purchased a small and it does not fit my 3 year old, 7 year old, NOR my 11 year old.. even with the head adjustment strap i purchased from another seller this mask does not fit. It fits me perfectly though, but not my kids.",US,2020-07-08
1,Suffocating,"I got these so I could stop using the disposable ones. They are soft and have a nice fit and stretch. But I wore it for a few minutes yesterday while I received a delivery and these make breathing so difficult. I'm glad I got to use them before I went to town in the heat. That would not have been good. I washed them all, so I can't return them. I regret this purchase.",US,2020-08-16
1,"Doesn't fit, too thin to be effective","The mask is too small, slides off my face while talking, and does not seal well across my face - too loose with no adjustment option. I measured and selected my size according to the instructions. Having now read other low rating reviews, I agree it seems thin for a 3-ply and ineffective as a COVID mask. A bit disappointed given all the good reviews, even on ReviewMeta. Probably just doesn't fit my face but my other masks (different vendors) do, so I'm returning it.",US,2020-10-26
1,Poor quality,Returned item because the product looked too thin to be able to protect from droplets.,US,2020-08-20
1,Sorry but Amazon did not properly deliver,"Amazon indicated that the product was delivered to a ""secure location"" with no details in the middle of 40 mile an hour winds. The product is very light weight and apparently simply blew away somewhere. Reporting it to Amazon produced no results in their typical no customer interaction. Their typical ""delivery"" is just placed on the front steps. With the winds that day no telling where it ended up? Of course Amazon is unresponsive. Next stop a hold on the credit card charge.",US,2020-12-03
1,Definitely don’t do their job protecting my nose,"I don’t recommend these masks to anyone. Mind you, I have an average sized, adult face. They fit so loosely near my nose and kept falling downwards as I talk. The whole purpose of wearing a face mask is to protect your nose and mouth from droplets ... these are not worth it and I highly recommend buying elsewhere.",US,2020-08-02
1,Too thin; costly mistake,"This mask is too thin. I can see through it. The ear straps are very flimsy. I can see no way this mask could possibly be effective in Covid protection.

Maybe it could be used as a general dust mask or as protection against large particle contaminants.",US,2020-10-19
1,inside is the same as outside,The Xl size is awsome but my only concern is both sides are very similar and it is easy to confuse the front part to the back part hopefuly you dont accidently infect your self by doing so,US,2020-07-01
1,DON'T BUY!!!,Hate to say it...BUT these masks suck!!! I'm definitely allergic to whatever they're made of...my cheeks are bright red & burning after wearing mine several times today!!! They're hard to breathe in...feel like I'm gasping for air while wearing and my face just keeps getting hotter & hotter!!!,US,2020-08-14
1,Began tearing the first time worn,I wore the mask for 20 minutes and noticed right away that it could hold up for just 20 minutes. Just normal wear. Clean shaven no reason for snags or anything to cause the mask to immediately begin to tear. Never washed just wore it once.,US,2021-02-02
1,Does NOT Work,The mask is so soft and unstructured that it slips down below the nose and must be continually repositioned. I will not reorder this product.,US,2020-07-02
1,Don't bother buying!!!,"Really poor quality, smells funny even after washing, does not fit around nose well, elastic strength too weak to be useful...., The price was way overinflated for the quality. Don't bother buying",US,2021-01-02
1,Ordered large a month ago and it’s not the same size as large now,My family ordered these exact masks in size large a few weeks ago and I loved them. I decided to order the exact same product in the exact same size and this current batch is much larger and falls off my face. That is really annoying and downright bad business practices. Now what? This batch is unwearable.,US,2020-08-01
1,Sizing guidelines are inaccurate,"These masks run small. I ordered an XL and based on the sizing guidelines, I was afraid that it might be too large. Quite the opposite... it is too small. There is no size tag on the mask itself, only a label on the packaging. So I guess it's entirely possible that an L (or maybe even a M) sized mask got put in a package labelled as an XL.",US,2020-10-30
1,Not recommended,"The 3 masks were inconsistent with one another. Each was a slightly different shade of dark gray. The stitching was also inconsistent, one mask was stitched so poorly that I threw it away because the fabric was very bunched up in the center. These masks are also extremely hot! Not breathable fabric whatsoever.",US,2020-08-09
1,"Do not buy, not breathable","I’ve tried many cloth and disposable masks and I would NOT recommend these masks. It is hard to breath, not sure why the description sounds it’s breathable when it’s not. I wish I could return them but I washed them before testing them out.",US,2020-10-10
1,Doesn't pass the candle or light tests,"You can blow a candle out wearing this, while you cannot blow a candle out when wearing a disposable surgical mask. You can also see light through it, while you can't with a disposable surgical mask. I wouldn't recommend.",US,2020-10-12
1,slides off nose when I talk. Exhales into my eyes.,There is no nose wire. It leaves a gap between my nose and cheeks that I can put my finger through clear down to my lip. Exhalation goes directly into my eyes. When I talk the mask slides off my nose after two or thee sentences. A seven dollar mask should have a nose wire.,US,2020-10-20
1,Single layer,"Maybe I didn't read the description close enough but these are so thin, I would not feel confident wearing them. They are a single layer of material so will continue to wear my other 3 layer masks and skip using this one.",US,2020-08-22
1,dont buy these..too small..i retruned them and they keep re charging me ..,dont buy these..too small..i retruned them and they keep re charging me ..,US,2020-09-13
1,Bad quality,"After using for less than eight days, the strap broke this item is not worth ill suggest for you to find another one.",US,2020-08-18
1,Garbage,"These don't fit for squat, they either fall down off your nose, or ride up above your moth! Total garbage that I threw into the trash. Not even worth the trouble of returning!",US,2020-12-06
1,Way too big for youth!,I bought the youth size for my kids and they were way too big!,US,2020-08-22
1,WAY TOO BIG...RIDICULOUS,"Bought both adult sizes and ended up with MULTIPLE SIZES! THEY WERE ALL HUGE! Both orders came with a mishmash of sizes, none of which fit the adults in our household. Going to break out the needle and thread and size these big boys down. Only 2 can be resized, one out of each order...ridiculous.
Soft, silky material. Would be great if they fit your face.",US,2020-08-07
1,they are not suitable for a three year old,Way way too big for a three year old. They are adult sized. Not accurately described. Waste of time and money for kids.,US,2020-07-22
1,I found them useless,"I did not like the material. it's so thin/soft that when I breath in my mouth and talk, the mask moves in and out of my mouth..very odd. There is no metal around the nose to shape around your nose, so my glasses fog up as soon as I put it in.",US,2020-07-22
1,no bendable nosepiece,These don't seal around your nose. Look elsewhere for protection. I ended up going to target. I got two for about 4 bucks WITH A BENDABLE NOSEPIECE. Stay safe.,US,2021-01-08
1,Nope,"We are told that if you can blow a match out through the mask, the mask will not stop anything from coming in.
You would think the three ply mask would work.
These do not.",US,2020-08-12
1,NOT GOOD!!!,Not what I was expecting and definitely not worth the money. Guess I will keep looking. Need to look at the ones made here at home. Sizing was not good either. Very unhappy 😡 with this purchase,US,2020-08-15
1,Flunks candle amd light test.,I was easily able to blow a candle out. Does not pass the test and is useless as a barrier to a virus. Also flunks the light test. This mask is at best eye candy.,US,2020-11-01
1,Waaaaay too small...,I ordered 3 XL masks. The three that arrived were smaller than the typical paper masks! So small they wouldn't fit under my chin and cover my nose! The typical paper masks fit better. Mistake in shipping? Maybe. But if you want XL masks - look elsewhere.,US,2021-01-28
1,Slides Too Much,"While comfortable and soft, the pronounced absence of a moldable strip above the nose makes these very easily slip down, defeating the entire purpose of wearing a mask. Cannot recommend.",US,2020-09-24
1,I can't breath,"These things are nice soft material, but the material is thick making it too difficult to breath. Could not use these at all. Also, they were too small.",US,2020-10-31
1,Smaller than Advertised,"Don't be confused by the images in the listing. I ordered the XL size specifically because it says it is 6"" tall but the masks I received are barely 5""",US,2020-09-12
1,Useless...there is no wire.,"I needed a large or extra large mask. The little KN95 masks pull my ears off. So I am forced to wear the disposable blue ones. Wanting something more substantial I ordered these. They are large and soft, but without a wire they are useless. The air races past your nose steaming and clearing your glasses. Effectively offering ZERO protection!",US,2020-08-12
1,Nothing near XL in size,"I ordered these in the XL size. They barely cover from the edge of my chin to just above my nostrils. Also, the ear straps are so short they are painful to wear. If you have a large head, don't waste your money on this product.",US,2020-07-26
1,"Small, not X-Large",Complete waste of money.,US,2020-07-12
1,Don’t waste your time or money,"Elastic is too tight, not enough give so it pulls on your ears. The material is thick so good protection but 100% got and uncomfortable. Never even used the mask after 1 day of attempting to use. Not like I am going to send back 2 unused and 1 used mask. Waster my $$",US,2020-12-25
1,Weak elastic gives out fast.,"While the size initially seemed perfect for my husband’s head, after gently washing and air drying a few times the elastic has given out and the masks no longer provide any protection.",US,2020-08-13
1,Overpriced,Not very protective. Big gaps around nose and side of mask would allow aerosol virus particles through easily.,US,2021-02-01
1,Not Covid compliant,"This looks and fit great. I was so disappointed it didn't pass the COVID test. If you can blow out a match while wearing it, you know it doesn't work.😭",US,2020-09-05
1,Fogs Up Glasses,"Light weight, BUT NO NOSE WIRE and my glasses fogged up constantly. Ear loops are soft, but thin, and after a few hours, started to irritate the back of my ears. I won’t buy again.",US,2020-11-02
1,VERY VERY PAINFUL FOR YOUR EARS. I BOUGHT XL.,Don't waste your money. There is no way you can wear this for more than a few minutes max. Overpriced. They are trash for me now.,US,2020-08-18
1,Did not receive 3 of the same masks.,I received 3 masks. Two were the material shown in the photo one was a different material. I will return.,US,2020-09-17
1,Small and large are same mask,"Ordered large, way too big for me, but for husband we’ll. Then Ordered small, same exact size. Now o have 6 masks that don’t fit me.",US,2020-08-04
1,They fit larger faces.,"I did not get the blue ones, they were delivered but I did not get the pkg. the reason I gave it 5 stars is because I got the black and white ones and they fit a larger face. Very soft best ones so far.",US,2020-08-25
1,3 Ply ???!!! Nope!,"The mask is lightweight and soft. Problem is it is described as 3 play...it's only 2 ply. There is no opening to insert a filter. Very disappointed and will probably return. Also there is no nose clip so between 2 ply, no space for a filter, and no nose clip if offers very little protection.",US,2020-09-06
1,Elastic broke first day.,Elastic broke same day of receipt on one mask. Not good quality. Would not recommend.,US,2020-11-22
1,The worst,"Stay away from theses, they are smaller then advertised and they smell even after a wash with Dref. I cannot wear theses.",US,2020-08-06
1,Cheap rip-off junk,Cheap grocery store check-out line $1.99 junk. Insanely overpriced. Just junk.,US,2021-02-05
1,You can see holes in the fabric weave when you hold it up to the light. Useless.,You can see holes in the fabric when you hold it up to the light. Useless.,US,2021-02-04
1,Not reusable!,Don't waste your money. The material is rough and not for re-washing.,US,2021-01-31
1,Not recommended,It will not hold int place - this thing keeps coming down below my nose,US,2020-10-27
1,Poor quality,"Poor quality, straps on two masks detached after a few usages",US,2021-01-28
1,Inconsistent Sizing,"Second order of same mask, and huge variation in the XL size. I threw my second order away. Not even close despite package labeled XL.",US,2020-09-27
1,Buy n95’s,Overpriced cloth. Look for a quality assurance label. N95 keeps 95% of particles out. This is like wearing panties over your face.,US,2020-09-05
1,Earloops cut my ears,The earloops are so thin they cut my ears.,US,2020-12-13
1,Might be OK if you don't have a nose.,Just a flat piece of cloth made to look like a mask. No nose. No chin.,US,2020-11-16
1,Horrible sizing,Way too big! The ear pieces need to be adjustable. They are too loose.,US,2021-01-17
1,SHOCKINGLY unbreathable,"SHOCKINGLY unbreathable, i was breathing my own hot breath back in. Are the reviews bogus? Either that or they received a different product.",US,2020-11-02
1,"Tiny, see-through masks","I'm not sure what size human could wear these. The masks I received, I don't think would cover my dachshund. Masks were tiny in size and completely see-through. I threw them in the trash.",US,2020-11-05
1,XL just isn't big enough,"The reviews led me to believe these would be big enough for my large - but not excessively large - face. They aren't. The XL size is totally worthless. No returns, so it's just more money thrown away on too-small masks.",US,2021-01-01
1,Match,Could easily blow out a match while wearing mask.,US,2020-11-01
1,Zero protection,Not water resistant and offer zero protection,US,2020-08-19
1,Didn’t pass the match test,"Didnt pass the match test, so not useful at all.",US,2021-01-28
1,Practically Worthless,"Will not fit and remain over nose. Worthless, overpriced junk.",US,2020-07-28
1,very thin,very thin and not really re-usable. don't wash well,US,2020-07-22
1,Recieved wrong size,"I ordered an XL for my husband, but recieved Medium.
They fit me and I like them, but I was needing a larger mask for my husband",US,2020-12-27
1,JUNK,RETURNED,US,2021-01-18
1,Not good for protecting,Cloth is too thin dud not use,US,2020-12-08
1,Too Small and the Ear Wraps are Terrible,"These were too small and tight for me, a middle-aged male so I gave them to my mother. They were too small and tight for her.",US,2021-01-07
1,False sense of security.,I don’t think these masks would stop anything from getting thru.,US,2020-07-25
1,Sizing is not for kids,Way to big for a kids,US,2020-08-28
1,No protection,Poor quality and not water proof,US,2020-08-19
1,Not good,Would not buy again.,US,2020-08-12
1,Eyeglass Fogger!,The worst masks I have for fogging eyeglasses!,US,2020-10-22
1,No stiffener for nose and loose elastic,These masks have no stiffener or clip so they won’t stay on your nose. It kept slipping off. The elastic is not adjustable either. I returned them for a refund.,US,2020-07-26
1,HOT,I have a number of masks and these are by far the hottest and thickest that I have tried.,US,2020-08-19
1,No good,Ineffective,US,2020-09-16
1,Cheap,"Quality does not match the price. The elastic ear support are as cheap as the paper masks.. when making a decision, cross this off your list.",US,2020-08-30
1,They are tiny!,I bought the Large. I have a normal sized head. These are designed for tiny people. Very uncomfortable and pulling on my ears.,US,2020-10-27
1,not happy,"Itchy and fraying already when delivered. After a machine washing, still caused my face to break out in a rash.",US,2020-11-15
1,giant mask,"The masks are giant and do not fit on a normal person's head, no protection and can barely keep them on your face.",US,2020-08-13
1,Probably ordered the wrong size. Size down fir better fiit,Too loose and too hot and smelly,US,2020-08-16
1,"Too loose, too big, and is not protective at all!",It’s not protective at all. Need a refund!,US,2020-09-17
1,Damage to packaging and product,"Outer packaging was fine, but inner packaging was damaged. Masks were dirty. One mask had a broken strap.",US,2020-11-23
1,Not a pack of 3 as stated,"Missing pieces

Supposed to be a 3 pack. Only received 2!!!",US,2020-07-17
1,Wasted my money,To small and after washed it fits a kid now,US,2020-08-12
1,"Good mask, bad ear loops",The loops are garbage. Wore it twice and one side broke already.,US,2020-12-24
1,not a good design for face fitting,uncomfortable,US,2020-10-17
1,I hate this thing,For someone like me who has issues with claustrophobia don't get this. I tried it on and I felt like I was gonna suffocate on the spot and had to remove it .Even though it's my favorite color black and I thought that's fine might like it make it used to it. No good for me it may work for other people but I've been working with the mental health therapist for years and she's trying to get me used to this mask stuff I find that the gaiter and bandana ones work better for me than these ones these were too they felt kind of thick and I didn't care for that not easy to breathe through that's for sure.We don't really work well in the summer which is when I tried it I seem to make you very A lot harder than what year with the humidity too it's terrible. I didn't like these I'll let my husband try them but if he don't then I'll probably just re home then the somebody that can use them.,US,2020-07-05
1,Smaller than standard paper disposable masks. Nowhere close to XL.,"I've been using standard size paper disposable masks at work as they provide them to us. However I've a large face/head and a full beard, so I decided to order some larger washable masks. These are absurdly small, significantly smaller than the free paper masks.",US,2020-06-12
3,"Smells, candle test passed, sunlight test failed","Your browser does not support HTML5 video.
 I read reviews about this mask not passing the candle test. I tried it myself. I don't see how one can blow a candle with this mask on. The sunlight test was concerning though. I did see one too many sparkles... Also the mask smells. Not sure if that's the soap residue, but I don't think so.",Canada,2020-09-12
3,Sizing confusion,"Sizing is very confusing. If these are really Enerplex masks, then why is amazon’s size DIFFERENT than the Enerplex website’s??? Went with Amazon’s recommendation of Large as it states it fits most faces, but found they were much too big. Wanted to exchange for smaller size but had to pay for shipping again. Had to use needle and thread on them to manually fit my face.
Other than this, masks are really soft, light and comfortable. Would have given this a 4 out of 5 but for size and colour issues: colour is not really permanent. Slight discolouration upon each wash.",Canada,2020-08-17
3,Mask May Not Be the Size that You Ordered.,"I ordered 3 packages of different colours, all size large. The white and black packages came one day. The blue package came several days later. The blue masks were much larger than the white and black masks. The size is shown on the package but there is no size label on the masks themselves. Obviously one of our packages is a different size, but we cannot tell which package had the wrong sized masks because all three packages indicate that that the enclosed masks are ""large"". So ... my advice is to see if your mask fits; if not it may because the wrong size was sent.",Canada,2020-11-10
3,"Okay, but XL is not XL, and I received different sizes in one package","Face masks are fine - they are a step up from the cheaper variety you will find on Amazon. I ordered the XL size, but they should not be called that - they are Large as compared to most other brands I've tried. Also, I ordered the 3 mask package in XL, but only 2 of the 3 masks were the correct size, and one was much smaller and doesn't fit.",Canada,2020-08-09
3,comfy,"I bought 2 sizes XL & L, for my husband and myself. The sizing for XL is spot on and comfy to use but i'm not sure about the other sizing. From the size chart, i was meant to be a large and the large ended up being too big for me, i couldn't return cos i needed it urgently",Canada,2020-08-19
3,Comfortable but a bit itchy,"There is no metal band at the part where it crosses the nose, so your glasses will fog up, and that means that you do not have a good seal on your face. It is well made, easily washable, comfortable to wear and is three layers deep, all woven though. Better masks have a non woven layer for better filtration. I found it became itchy despite the fact that the fabric is soft and a comfortable fit.",Canada,2020-12-11
